filename,matched_word,sentence,cluster,pca_x,pca_y
A16507.txt,Trade,"After this Biencourt remoouing from thence to some o∣ther part, Monsieur Champlein who had liued long here, did carrie a company with him from France, of some fortie persons or thereabouts vp the Riuer of Canada, whom hee planted on the North side thereof, with a purpose to serue for a Factorie, drawing all the Trade of that farre running Riuer (which a Plantation would haue dispersed in many parts) within the hands of a few whom he doth command otherwise if his desires had beene bended that way, hee might haue planted many people there ere now, the place is called K beck, where the French doe prosper well, ha∣uing Corne by their owne labour, which may furnish themselues for food, and likewise for a stocke to traffique with the Sauages, with sundry Fruits, Roots, Vine, Grapes and Turkie Wheate.",1,0.17533664,0.019729277
A07594__Circle_of_Commerce.txt,Trade,"For as in the Perſonall Exchange betweene man and man, the gaine or loſſe of ſuch Exchanging cannot bee knowne, but by the returne of the mony exchanged: that is, till that mony bee come backe in Exchange, which was at firſt deliuered, as is before declared: So alſo in the Prouinciall Exchange betweene Country and Country, the gaine or loſſe which one Kingdome maketh vpon another, cannot bee knowne vntill the Returnes thereof bee made: that is, till the forraine Commodities bee brought in, for the Natiue Commodities iſſued and carried out; and both caſt into the Ballance of Trade, to bee waighed and tried one againſt the other.",0,-0.63575417,-0.0427932
A17832.txt,trade,"In the parishes heere-about the commendable trade of cloathing was first set up and freshly practised, ever since King Edward the Third his daies, who by proposing rewards, and granting many immunities, trained Flemings into England in the tenth yeere of his reigne to teach our men that skill of Draperie, or weaving and making wollen cloth, which is justly counted at this day one of the Staies that sup∣port our common Weale.",1,0.22642505,-0.12435388
A11649.txt,trade,"And yee shall dwell, with us: and the land shall bee before you; dwell and trade you therein, and get firme possessions therein.",1,0.11556411,0.015572698
A68617.txt,trade,without doubt it be a great sum and much more than the former note what a rich return they have make within these seven year now to show what furtherance and benefit the common people have have and get by this east indian trade we must note that a fleet of twelve ship do cost in money and all other thing thereunto belong about eighteen ton of gold to set and send it forth and common there be not above five or six ton of gold in ready money send out with it all the rest be buy and prepare here in the land to the great benefit and welfare of the country and gain by the inhabitant that sell and deliver the same and every ship that come home again one with another pay above a tun of gold for monthly wage whereby the officer and sailor also be enrich which also be get and spend by and among the inhabitant whereby it be manifest what the common people have profit beside the great number of so many thousand people that by mean of this trade aforesaid be set on work and well pay for it to the great comfort and benefit of many poor people three to show what the public commonwealth have yet further get by this trade you must understand that the great profit of the land consist in the most great hurt and damage which the enemy have first and last endure and yet endure in east India for since that we be prohibit to trade and traffic in Spain and other of the spanish territory which notwithstanding against his will by other nation we do continue with good profit from 1596 we have overcome and spoil eleven of his great huge carracke galley and other great ship and have make about forty of his ship unserviceable beside those that in the last ten year ensue we have spoil and take whereby our enemy trade there have be great impair and we by God blessing who only be to be praise therefore to the admiration of the whole world be great increase in such manner that the staple of all manner of spice and other rich and costly ware which for the space of two hundred year together be in Venice whereby the say town increase and become exceed rich and after that by mean of their navigation be in Portugal for the space of one hundred year and last for five and twenty year have be in Holland and Zealand and since that by a good agreement make the last year be also bring into England in such sort that the king of Spain merchant he reckon the king loss yearly above one hundred ton of gold beside what the portugal lose be force in the year aforesaid contrary to all man expectation to buy nutmeg clove and mace of we I will brief declare the present state of the say company in east India you must understand that matter of traffic be in very good term which we hope by God help and blessing shall from year to year still be better and better now the englishman by mean of a contract make with they a year since join their force with we and we for our part have in east India that be come home and here in the country above fifty ship double furnish with lusty sailor as also all other thing fit for the war and for so long a voyage and about ten strong fort whereof some we h^ue take from the enemy the rest have be erect at the great cost and charge of the company and make defensible which for the security of our own people and good as also for the defence of our confederate be sufficient provide last when they of Bantam begin to lay a extraordinary toll upon our nation and cause we to pay fifty custom and yet we can not for all that obtain licence of they to build a Warehouse of stone and mortar for the security of our ware and merchandize for that be of wood it be twice burn we be constrain to transport our trade in Bantam to another convenient place which be a firm island and have many good and convenient haven in it for in my writing I find that five year past Mataram the great emperor of java who be able to bring three hundred thousand man into the field dwell about one hundred mile distant from Bantam have also seek to make some contract of alliance with we offer to deliver we pepper toll free and licence to to build we a castle of mortar and stone with all thing convenient in japara which be not well like off by the king of Bantam and his lieutenant at last our nation build a convenient town about jacatra reasonable well fortify and call it batavia where there be about one thousand house of all nation there to traffic and deal in merchandise which be defend and govern by a governor Scout and other officer for the maintenance of good government and policy and to administer justice unto every one and to the end that before all other thing God service and honour may be maintain whereby the blind heathen may be bring out of their great darkness and young child teach the knowledge of the truth of jesus Christ our saviour the company diligent and careful take order to erect a church and a school therein to the which end they send thither certain learned man as at the first also they do which with great benefit and increase have teach the heathen the gospel of Christ in their own language as well as unto our man in their language in such manner that a king and a prince of Amboyna where the country people be much addict unto devilish and heathenish superstition send two of their son into these country with a letter the prince of Orange to have they bring up at school and teach our language and christian religion that they may at their return into east India be a mean of plant the church of Christ there in India and learn how to defend their own native country the relation of the priest of poolaroone touch the beginning and occasion of quarrel betwixt the dutch and Bandaneses write in the malayan language with his own hand in a very fair Arabecke letter and the sense render to i in english by m.,2,0.2606953,0.19206752
A18407.txt,Trade,"Where we that trade nothing but money, are free from all this, wee are pleas'd with all weathers: let it raine or hold vp, bee calme or windy, let the season be whatso∣euer, let Trade goe how it will, wee take all in good part; een what please the heauens to send vs; so the Sunne stand not still; and the Moone keepe her vsuall returnes; and make vp dayes, moneths, and yeares.",1,0.18300074,0.02193566
A18335.txt,trade,"And you, sir, that haue neyther trade nor liuing, and liue odly in this Iland, take your hundreth Ryals, and by to morrow get you out of the Iland, and I banish you for ten yeeres, on paine, that if you breake this order, you accomplish it in another life, by being hanged vpon a gybbet, by me, or at least, by the hangman, by my command.",1,0.061640073,-0.15606433
A10231(1).txt,trade,many in number some of they very great rich in Rice honey fruit bird beast fish gold and enrich further with trade from China seventie of these island be subject or friend to the spaniard of ancient time they be subject as some say to the Chinois b b discourse of China of f.,2,0.22843532,0.2304426
A68617.txt,trade,11 by some undiscreet and vain cutter or printer flattery or ignorance insensible of divine mystery in the forefront of a great book some word of this psalm proper to Christ be apply to his majesty picture which I mention to vindicate both that scripture and his majesty from cacalumnie I also think that in regard of the length of those voyage in which they be two three of the time at sea after our account and three whole year in each voyage from their land-home in a kind of eminence they be in these voyage say to go to Tharshish or to Sea and so jonas likewise mind to fly from that land whither he be send be hurry in the strength of temptation a quite contrary way whether that ship intend Tarsus in Cilicia or whithersoever it go he choose rather a certainty of flight then of or settle himself any where as saint Jerome say of he likewise in that psalm which mystical and full be true of Christ in the call of the gentile typical and in part verify in Solomon wicked and antichristian since apply to the pope in many passage of the last council of Lateran under julius the second and Leo the ten it be say the king of Tharshish and of the isle shall bring present the king of sheba and Seba shall offer gift it be plain by the history of Solomon in scripture and by join of Tharshish and sheba together that no tartessus nor angola nor Peru be intend and that maritime king be mean tremellius read which rule in land which be also add or coast and port near the sea sure as hiram then be and all remote maritime province the scripture call land which use also as in those part of the east indies almost all the king be at this day merchant trade by sea and perhaps enjoy the title of the adjoin sea as his majesty be king of the british ocean and another his predecessor add it to his royal title * * see tom.,0,-0.79505336,0.028801339
Wealth_Nations.txt,trade,"Secondly, restraints upon the importation of goods of almost all kinds,
      from those particular countries with which the balance of trade was
      supposed to be disadvantageous.",2,0.2950242,0.30211866
A10354.txt,trading,"At this point called Tierra de Brea or Piche there is that abundance of stone pich, that all the ships of the world may be therewith Ioden from thence, and wee made triall of it in trimming our ships to be most ex∣cellent good, and melteth not with the sunne as the pitch of Norway, and therefore for ships trading the south partes very profitable.",2,0.07041692,0.12061549
Wealth_Nations.txt,trade,"This advantage, however, will, perhaps, be found to be rather what may be
      called a relative than an absolute advantage, and to give a superiority to
      the country which enjoys it, rather by depressing the industry and produce
      of other countries, than by raising those of that particular country above
      what they would naturally rise to in the case of a free trade.",2,0.25329697,0.15073663
A17389.txt,trade,"Vse is, first, for reprofe of such seruants as giue more to their masters then is due, thou oughtest to be of the same calling, trade, labour, &c.",1,0.17427817,-0.18307632
A07432.txt,trade,"Prouided that when it is an armie of round ships, and that the winde which serueth you to sayle, will bringe with it, as mariners terme

it, growne seas, the nauigation when the armie is great must needes be much longer then with an other wind, which maketh faire weather, or that there were but a few shipps which bindeth you to co^sider that albeit light Pinishes may in so many days performe the voyage, a great armie must be fain with the very same wind to spend many more therin, in which care must be giue^ to mariners which are of experience, and practise in the same trade, folowing their opinion, for the time which shalbe best to sayle, and in particuler the Office of Admiral it is aswel taken for a chiefe co^maunder vpon the land, and therfore from auncient time there hath bene an Admiral in Castilla, though the Kingedome bee without any port, far distant fro^ the sea.",0,-0.76289594,-0.047912672
A69858.txt,Trades,"That if all Strangers had free Liberty to enter into any of our Incorporated foreign Trades, as is practised by the Dutch, it would greatly increase our Trade, and improve 〈◊〉 value of Land.",3,0.26339802,-0.25832146
A10821.txt,trade,"C ONSTANTINOPLE, the seat and residence of the great Turke, is situ∣ated Constanti∣nople, and the trade thereof.",1,0.12473047,-0.042263072
A17385.txt,trade,"When men make a trade of it, give their tongues to evill, and will frame deceit.",1,0.1988705,-0.082250156
A68617.txt,trade,the next morning her husband come who fall down on his marie-bone desire i to be good unto he for I have so late torture some chine he think I will torture he but in my conscience he need no more plague or punishment then such a wife wherefore I present dismiss they both the protector a little before have give we all the house and ground which join to our pale and belong to those chynois which undermine our house but although it be give yet I think there be never Englishman pay so dear for so little ground in any country in the world the house be rot but the ground do we great pleasure we buy also a house of a pangran or gentleman which come so near our pepper-house door that it be very troublesome to we when we shall carry in or out our pepper wherefore I buy that house with the ground so that now we have a very spacious yard the nine of September the protector send a proclamation that no chine shall weigh any pepper to the stranger mean the english and the hollander the which proclamation be procure by the hollander and we know it very well for the same day they dine with we and at dinner they tell we the protector owe they ten thousand sack of pepper but I tell they that be not so the old queen for they will never be such fool to trust he so much the next morning I go to the old woman who command the protector and all the rest and indeed be call queen of the land by the sabindar and diverse other although she be not of the king blood but only for her wisdom be hold in such estimation among they of all sort that she rule as if she be sole queen of that country after we have make our grief know to she she present send for the protector will we to talk with he before she when he come I demand of he for what cause he have forbid we to trade he answer he must buy ten thousand sack of pepper for the king I tell he again that the fleming themselves tell i that the pepper he will buy be for they and that he owe they ten thousand sack many shift he use but the queen our constant friend say he shall not hurt we for the hollander when they see they can get no trade with the people for pepper than they deliver the protector money and wrought with he as I have before rehearse and if we have have but ten thousand rial of eight more than we have the fleming shall have get little pepper that year in Bantam it be most certain they be very much hate there and what they do or procure be for fear of their ship wherein they do abound in all those part the twelve of September the protector send rial up and down among those that be dealer in pepper in the king name some to serve he a hundred sack some fifty sack some ten some five as it be a beg and indeed he take it up at the king price which be 1/^ a rial in a sack less than we pay the chine with much grudge serve he a while after he set a tax upon they to serve he so much more then the chine rail upon the protector and the hollander both and many of they will not receive their money but the officer will throw it down in their house and take their name the fifteen of September by mean of a old trot which be make of candle the town be set on fire the which consume all the upper work of our three house the town fire to our exceed great danger cost and trouble the sabindar come to we in the tumult also the admiral who have charge of the court in the king and governor absence then in progress send we a great train of his principal man likewise one of the king uncle come to we with a great number and also the rich china with a very great crew all these come to see that no body shall offer we any violence for they know well we have enemy of great force but not for our sake but for our good now we be lay open to all our enemy for our fence for the most part be burn to the ground and we have not a place to dress our victual in yet as good fortune be we have one little shed in the middle of our yard which be our court of guard that escape where we encamp by night the dutch house escape dutch enemy in trade otherwise friend though but narrow wherefore we borrow some of their man for it be to be note that though we be mortal enemy in our trade yet in all other matter we be friend and will have live and die one for the other also the admiral and sabindar send we man every night so that we with our drum shot and pike live a soldier life until our fence be make up and afterward too for this be but to show we the way and our fence be no soon up but we look every hour when it shall be burn down or bear down by those that will have have the cut of our throat the pangran mandelicko in the end of September fall to rob of junck one of which be of lade with rice man and woman with a great crew of villain his slave he seize on the juncke in the night and carry away all the rice with the man and woman as his prisoner the which be the next way to keep away all other junck which use to bring victual to the town whereby to starve they all for that land be not able to serve one quarter of the people that be in it the king and his protector send to he Anarchy worse than tyranny many tyrant worse than one command he to deliver the people and good which he have take the which he will not but present fortify himself also the rest of the Pangranes that be of the king blood and his but be all traitor to the king maintain he so that the king officer dare not meddle with he the protector Sabindar and admiral send to we to take heed to ourselves the rebel grow every day strong and strong and all the people in the country and also stranger begin to be in great fear I be force to borrow some small ordnance of china merchant which be our friend and with chain and bush to fortify ourselves and our man be beside every day a make of chain-shot langrall-shot and crosse-barre-shot dangerous rebel all trade of merchandise be lay aside neither do any in the town look after buy and sell and every day we shall have the rebel espyal will come into our yard who will be very inquisitive what and wherefore those be which our man be all so hard at work upon we will plain tell they that we look every night for such a man come wherefore we make provision for his entertainment about the twenty of October come in the king of jacatra king of jacatra with a crew of fifteen hundred fight man beside straggler and have a thousand more come after he challenge the rebel and likewise the Pangranes to fight with he and his company only he have indeed a a great quarrel against they all for but a little before they seek mean to put he out of his kingdom but the rebel keep their fortification and will not come out the six and twenty of October the king of jacatra and the admiral send for we to know if there be no mean to fire they a reasonable distance off out of the reach of their Baces of which they have a great number we tell they if there have be a ship in the road it may easy have be do but for we to do it we think we shall hardly find thing wherewithal the admiral ask i what thing we will have I tell he camphire saltpetre and brimstone as for some thing we have already the admiral say he will help we to all these and desire we we will help they also he have a long bow and arrow fit for such a purpose but I think a musket have be better we be mind to have cause the king ordnance to have be plant and to have shoot red hot bullet among they which I think will have make perilous work both with they and their thatch house and fortification make of cane the principal rebel have fight all the mean he can to fire we now we mean very to see if we can fire he but whether it be for fear of the king of jacatra or hear we be about such a matter the Pangranes and the rebel both come to a agreement within two day after the which agreement be this agreement that the principal rebel shall within six day depart out of the king of Bantams dominion have with he only thirty of his household the which he do for the space of ten day we look every hour both night and day when the king force and the Pangranes will join battle for they be both ready slave cause of not fight but the javan be very loath to fight if they can choose the reason they say be their wealth lie altogether in slave so that if there slave be kill they be beggar wherefore they have always rather come to a set-feast than a pitch battle the queen renown after her death the seventeen day of November which we take to be our coronation day and have all our piece and chamber lie lade since the trouble we invite the fleming to dinner in the middle of dinner we drink a health to our queen and also shoot off all our ordnance there resort to this town of Bantam a number of many nation the which diverse of they be leiger fame of the English these people have hear much fame of the english nation in time past before ever they see any of we have a especial eye to our carriage and behaviour and we be grow a common admiration among they all that we be so few shall carry such a port as we do never put up the least wrong that be offer by either javan or chinees but always do justice ourselves and when the protector do wrong we himself it be know that we do not spare to tell he of it sound and in such sort that he want very much of his will it be well know also english resolution admire that at the first come of our ship the javan offer we much wrong in purloin our good but so many as we take be either slay wound or sound beat the javan think we dare not do so when our ship be go wherefore they do practice to steal both day and night but they find it all one the which they do admire at for it be most certain and I have hear many stranger speak it that have be present when we have beat some javan that they never know or hear of any nation but we that be leiger there that dare once strike a javan in Bantam and it be a common talk among all stranger and other how we stand at defiance with those that hate we for our good and how little we care for they likewise how we never offer any wrong to the mean in the town and also how we be general belove of all the better sort hollander hate they will say it be not so with the fleming nor with no other nation and all the while I be there I never hear that ever the fleming give a javan so much as a box on the ear but many time foul of the chinees who will very seldom make any resistance yet it be of truth they be mortal hate aswell of all sort of javan as chinees now every day they look for their ship and have little pepper nor know not where to buy any for the chinees will sell they none so long as we will give as much as they and more than that for when all our rial be lay out some of they sell we pepper to be pay when our ship come not know when they will come nor we neither at that time but as we guess if they will have go to the fleming they may have have ready money and great thanks they therefore buy what they can by retail in the market send it to a chinese house by boat in the evening Chino^^ fraud but the charge consume the gain about this present time the emperor of Damack who not many year before for tyranny have be depose by the king teereabouts go by sea from Bantam to another town upon the coast be by one of his son stab in his bed sleep the chinese will mingle usual their pepper in the night if you leave it with they or put in dust or transport it and we shall be sure to find that which we have not like at one man yesterday now in another man house a good distance off and the next night after at another house as who shall say it be another parcel and the old Warehouse where it lie first shall be shut or a parcel of better pepper in it first news of q.,0,-0.7610685,-0.0041300133
A05599.txt,trade,"What meanes this goodly sight? these trouping traines?
Which trace the Marine: trade the curling plaines?
Crossing neare Tweed, my border-bounding Rod,
Would enter on my Lists, a Demi-God:
Second'd with Meteors, glistring him about,
And met with Miriads, of my noble rout.",1,0.089078486,-0.015973032
A10821.txt,trade,"how that of late daies the principall seate of traffique was in this Iland in the towne of Scio, where a Consul for the English and other nations did reside; but finding the Port of Smyrna sea∣ted on the continent more proper for lading of Cottons and Cotton-yarne, and other grosse goods, the principall commodities of this seate, they removed their habitation thither, and with them is that trade that was here also removed, yet in that it was found a place where great concourse of Merchants was found, we owe it a touch of its weights and measures, &c.",1,0.16836624,0.026063995
A71307.txt,trade,and be the strong town that the portugal have in those part it be but little but well store with merchandise for here they lade many great ship with diverse commodity for the straits of Mecca for Ormus and other place and these be ship of the moor and of christian but the moor can pass except they have a passport from the portugal Cambaietta be the chief city of that province which be great and very populous and fair build for a town of the gentile but if there happen any famine the people will sell their child for very little the last king of Cambaia be sultan Badu which be kill at the siege of Diu and short after his city be take by the great Mogor which be the king of agra and of which be forty day journey from the country of Cambaia here the woman wear upon their arm infinite number of ring make of elephant tooth wherein they daman take so much delight that they have rather be without their meat then without their bracelet go from Diu we come to daman the second town of the portugal in the country of Cambaia which be distant from Diu forty league here be no trade but of corn and Rice they have many village under they which they quiet possess in time of peace but in time of basaim Tana war the enemy be master of they from thence we pass by basaim and from basaim to Tana at both which place be small trade but only of corn and Rice the ten of November we arrive at Chau which stand in the firm land there be Chau two town the one belong to the portugal and the other to the moor that of the portugal be near to the sea and command the bay and be wall round about a little above that be the town of the moor which be govern by a Moor king call xa-maluco here be great traffic for all sort of spice and drug silk and clo^^ of silk sandal elephant tooth and much China work and much sugar which be make of the N^^ call Gagara the tree be call the palmer which be the profitables^ tree in the world it do always coco-tree bear fruit and do yield wine oil sugar vinegar cordes Coles of the leaf be make thatch for the house sail for ship mat to sit or lie on of the branch they make their house and broom to s^eepe of the tree wood for ship the wine do issue out of the top of the tree they cut a branch of a bough and bind it hard and hang a earthen pot upon it which they empty every morning and every evening and still it and put in certain dry raisin and it become very strong wine in short time hitherto many ship come from all part of India Ormus and from M^^ca here be many moor and gentile they have a very strange order among they they worship a cow and esteem much of the cow kine-devotion Pythagorean superstition dung to paint the wall of their house they will kill nothing not so much as a louse for they hold it a sin to kill any thing they eat no flesh but live by root and rice and milk and when the husband die his wife be burn with he if she be alive if she will not her mad reason of burn the dead head be shave and then be never account make of she after they say if they shall be bury it be a great sin for of their body there will come many worm and other vermin and when their body be consume those worm will lack sustenance which be a fin therefore they will be burn in Cambaia they will kill nothing nor have any thing kill in the town they have hospital to keep lame dog and cat and for bird they will give meat to the ants.,0,-0.69977224,0.078647204
